id_offre;date_publication;mois_publication;intitule_poste;secteur_activite;region;ville;type_contrat;niveau_experience;salaire_min_eur;salaire_max_eur;salaire_moyen_eur;teletravail;competence_1;competence_2;competence_3;competence_4;competence_5;delai_pourvoi_jours
OFR-2025261;2026-02-19;2026-02;Data Analyst;Santé;Auvergne-Rhône-Alpes;Annecy;CDI;Senior (5+ ans);62500;93500;78000;Hybride;SQL;Power BI;DAX;Tableau;Power Query;15
OFR-2025262;2025-09-29;2025-09;BI Analyst / Développeur Power BI;Retail / E-commerce;Hauts-de-France;Amiens;CDD;Confirmé (3-5 ans);44500;62000;53250;Sur site;Power BI;Excel;DAX;SQL;Power Query;42
OFR-2025263;2026-05-28;2026-05;Data Engineer;Énergie;Auvergne-Rhône-Alpes;Lyon;Alternance;Confirmé (3-5 ans);1090;1197;1144;Full remote;SQL;Python;Airflow;Cloud (AWS/Azure/GCP);;26
OFR-2025264;2025-07-05;2025-07;ML Engineer;Secteur public;Île-de-France;Nanterre;CDI;Senior (5+ ans);71000;106000;88500;Sur site;Python;Cloud (AWS/Azure/GCP);MLOps;Docker;Git/CI-CD;26
OFR-2025265;2026-03-24;2026-03;Data Scientist;Énergie;Grand Est;Reims;CDI;Junior (0-2 ans);33500;45000;39250;Hybride;Scikit-learn;SQL;Machine Learning;Power BI;;64
OFR-2025266;2026-03-04;2026-03;ML Engineer;Secteur public;Occitanie;Toulouse;Freelance;Senior (5+ ans);60000;90000;75000;Sur site;TensorFlow/PyTorch;Git/CI-CD;Docker;MLOps;;16
OFR-2025267;2026-05-04;2026-05;Data Scientist;Énergie;Île-de-France;Saint-Denis;CDI;Confirmé (3-5 ans);55500;76500;66000;Sur site;SQL;Machine Learning;Deep Learning;Pandas;Python;37
OFR-2025268;2026-04-19;2026-04;ML Engineer;Transport / Logistique;Hauts-de-France;Lille;Freelance;Junior (0-2 ans);33000;44500;38750;Sur site;Cloud (AWS/Azure/GCP);Git/CI-CD;Python;Docker;;64
OFR-2025269;2026-02-27;2026-02;Data Analyst;Secteur public;Hauts-de-France;Lille;Alternance;Confirmé (3-5 ans);1170;1399;1284;Hybride;Power Query;Power BI;Tableau;DAX;;20
OFR-2025270;2026-02-23;2026-02;AI Engineer;Retail / E-commerce;Hauts-de-France;Lille;Alternance;Junior (0-2 ans);1030;1320;1175;Sur site;NLP;LangChain;RAG;Hugging Face;;19
OFR-2025271;2025-12-23;2025-12;Data Engineer;Transport / Logistique;Bretagne;Rennes;Stage;Confirmé (3-5 ans);1190;1425;1308;Full remote;ETL;SQL;Python;Airflow;;38
OFR-2025272;2025-07-30;2025-07;Chef de Projet Data/IA;Tech / Scale-up;Bretagne;Brest;CDI;Confirmé (3-5 ans);45000;62500;53750;Hybride;Agile/Scrum;SQL;Power BI;;;12
OFR-2025273;2026-01-13;2026-01;Data Engineer;Télécoms;Île-de-France;Boulogne-Billancourt;Alternance;Confirmé (3-5 ans);890;1023;956;Full remote;ETL;Cloud (AWS/Azure/GCP);Docker;Airflow;Python;12
OFR-2025274;2025-12-24;2025-12;Data Analyst;Banque / Assurance;Île-de-France;Saint-Denis;Stage;Confirmé (3-5 ans);1340;1488;1414;Hybride;DAX;SQL;Power BI;;;31
OFR-2025275;2026-06-17;2026-06;Data Analyst;Énergie;Auvergne-Rhône-Alpes;Annecy;CDI;Senior (5+ ans);62500;93500;78000;Hybride;Excel;Python;Tableau;Power Query;;20
OFR-2025276;2025-07-12;2025-07;Data Scientist;Conseil / ESN;Bretagne;Brest;CDI;Senior (5+ ans);57500;86500;72000;Hybride;Python;Machine Learning;Deep Learning;Pandas;;49
OFR-2025277;2025-07-11;2025-07;Data Engineer;Santé;Île-de-France;Paris;Stage;Junior (0-2 ans);1350;1609;1480;Sur site;Airflow;SQL;Cloud (AWS/Azure/GCP);;;15
OFR-2025278;2025-08-21;2025-08;ML Engineer;Industrie;Auvergne-Rhône-Alpes;Grenoble;CDI;Confirmé (3-5 ans);49000;67500;58250;Hybride;MLOps;Python;Docker;;;54
OFR-2025279;2026-05-08;2026-05;Data Engineer;Santé;Nouvelle-Aquitaine;Bordeaux;CDD;Junior (0-2 ans);34500;46000;40250;Hybride;Airflow;SQL;Spark;Cloud (AWS/Azure/GCP);ETL;24
OFR-2025280;2025-07-07;2025-07;AI Engineer;Retail / E-commerce;Grand Est;Strasbourg;Alternance;Junior (0-2 ans);840;1080;960;Hybride;LLM;RAG;NLP;LangChain;;54
OFR-2025281;2025-07-26;2025-07;Data Analyst;Tech / Scale-up;Île-de-France;Nanterre;Stage;Senior (5+ ans);880;1165;1022;Hybride;SQL;Excel;Power BI;Python;Tableau;18
OFR-2025282;2025-09-26;2025-09;BI Analyst / Développeur Power BI;Retail / E-commerce;Bretagne;Brest;CDD;Junior (0-2 ans);33500;45000;39250;Sur site;Power BI;Excel;KPI;SQL;Power Query;33
OFR-2025283;2026-01-14;2026-01;Data Scientist;Énergie;Pays de la Loire;Le Mans;Stage;Junior (0-2 ans);1150;1296;1223;Hybride;Scikit-learn;Power BI;Deep Learning;;;56
OFR-2025284;2026-03-05;2026-03;BI Analyst / Développeur Power BI;Tech / Scale-up;PACA;Aix-en-Provence;CDI;Confirmé (3-5 ans);48000;66500;57250;Full remote;DAX;Power BI;SQL;;;63
OFR-2025285;2026-01-27;2026-01;Data Engineer;Santé;Pays de la Loire;Le Mans;CDD;Confirmé (3-5 ans);45500;63000;54250;Hybride;Docker;Cloud (AWS/Azure/GCP);Python;ETL;Airflow;40
OFR-2025286;2025-11-05;2025-11;Data Analyst;Banque / Assurance;Île-de-France;Saint-Denis;Alternance;Confirmé (3-5 ans);1390;1675;1532;Sur site;Power BI;DAX;Excel;SQL;Power Query;42
OFR-2025287;2025-08-08;2025-08;Data Scientist;Tech / Scale-up;Hauts-de-France;Amiens;CDD;Confirmé (3-5 ans);44500;62000;53250;Full remote;Python;Power BI;Machine Learning;Scikit-learn;Pandas;60
OFR-2025288;2026-04-20;2026-04;Data Engineer;Banque / Assurance;Île-de-France;Saint-Denis;CDI;Confirmé (3-5 ans);55500;76500;66000;Hybride;ETL;Python;SQL;Docker;;40
OFR-2025289;2026-04-08;2026-04;Data Analyst;Industrie;Pays de la Loire;Angers;Freelance;Confirmé (3-5 ans);45500;63000;54250;Hybride;SQL;Python;DAX;;;12
OFR-2025290;2026-05-14;2026-05;BI Analyst / Développeur Power BI;Énergie;PACA;Aix-en-Provence;Stage;Confirmé (3-5 ans);1270;1457;1364;Sur site;Power BI;DAX;SQL;KPI;;50
OFR-2025291;2026-01-08;2026-01;Data Engineer;Industrie;Nouvelle-Aquitaine;Poitiers;CDI;Confirmé (3-5 ans);46000;63500;54750;Hybride;Spark;Docker;Cloud (AWS/Azure/GCP);;;56
OFR-2025292;2026-01-18;2026-01;Data Analyst;Tech / Scale-up;Bretagne;Brest;CDD;Confirmé (3-5 ans);45000;62500;53750;Hybride;SQL;Excel;Tableau;Power BI;;25
OFR-2025293;2026-04-28;2026-04;Data Engineer;Retail / E-commerce;PACA;Aix-en-Provence;CDI;Confirmé (3-5 ans);48000;66500;57250;Hybride;Docker;Cloud (AWS/Azure/GCP);Airflow;SQL;Python;44
OFR-2025294;2025-08-23;2025-08;Data Analyst;Banque / Assurance;Pays de la Loire;Le Mans;Alternance;Confirmé (3-5 ans);1400;1623;1512;Sur site;Power Query;Power BI;Tableau;DAX;Excel;36
OFR-2025295;2026-05-05;2026-05;ML Engineer;Secteur public;Nouvelle-Aquitaine;Poitiers;Stage;Confirmé (3-5 ans);1050;1220;1135;Hybride;Docker;Git/CI-CD;Cloud (AWS/Azure/GCP);Python;;56
OFR-2025296;2026-05-23;2026-05;BI Analyst / Développeur Power BI;Secteur public;Occitanie;Montpellier;Alternance;Junior (0-2 ans);1100;1375;1238;Hybride;Excel;DAX;KPI;Power Query;;32
OFR-2025297;2025-09-13;2025-09;ML Engineer;Transport / Logistique;PACA;Aix-en-Provence;Alternance;Senior (5+ ans);1230;1502;1366;Hybride;TensorFlow/PyTorch;Docker;Cloud (AWS/Azure/GCP);Python;Git/CI-CD;15
OFR-2025298;2025-08-22;2025-08;ML Engineer;Énergie;Île-de-France;Boulogne-Billancourt;Alternance;Junior (0-2 ans);860;1136;998;Sur site;MLOps;TensorFlow/PyTorch;Python;Git/CI-CD;;51
OFR-2025299;2026-06-16;2026-06;BI Analyst / Développeur Power BI;Secteur public;PACA;Marseille;CDI;Confirmé (3-5 ans);48000;66500;57250;Full remote;Power Query;Power BI;SQL;DAX;Excel;32
OFR-2025300;2025-09-29;2025-09;Chef de Projet Data/IA;Conseil / ESN;Île-de-France;Saint-Denis;Alternance;Senior (5+ ans);1250;1407;1328;Hybride;KPI;SQL;Power BI;Python;Gestion de projet;55
OFR-2025301;2026-02-24;2026-02;Data Analyst;Santé;Centre-Val de Loire;Tours;CDI;Junior (0-2 ans);32500;43500;38000;Hybride;Power BI;Power Query;Tableau;Excel;;57
OFR-2025302;2026-06-28;2026-06;Chef de Projet Data/IA;Télécoms;Île-de-France;Saint-Denis;CDI;Senior (5+ ans);71000;106000;88500;Hybride;KPI;SQL;Agile/Scrum;Python;Power BI;32
OFR-2025303;2025-12-17;2025-12;Data Engineer;Secteur public;Centre-Val de Loire;Tours;CDI;Confirmé (3-5 ans);43500;60500;52000;Sur site;SQL;Spark;Python;Airflow;;35
OFR-2025304;2026-05-25;2026-05;Data Scientist;Secteur public;Normandie;Caen;CDD;Senior (5+ ans);56500;84500;70500;Hybride;Python;Deep Learning;SQL;;;51
OFR-2025305;2026-03-22;2026-03;BI Analyst / Développeur Power BI;Retail / E-commerce;Île-de-France;Paris;CDI;Senior (5+ ans);71000;106000;88500;Hybride;SQL;Power Query;KPI;;;64
OFR-2025306;2025-09-24;2025-09;AI Engineer;Transport / Logistique;Occitanie;Montpellier;CDI;Senior (5+ ans);60000;90000;75000;Full remote;LangChain;Hugging Face;Python;;;61
OFR-2025307;2025-08-06;2025-08;Data Engineer;Conseil / ESN;Île-de-France;Paris;Alternance;Senior (5+ ans);1230;1356;1293;Sur site;Airflow;Cloud (AWS/Azure/GCP);ETL;;;59
OFR-2025308;2026-02-16;2026-02;ML Engineer;Banque / Assurance;Île-de-France;Saint-Denis;CDI;Junior (0-2 ans);41500;55500;48500;Hybride;TensorFlow/PyTorch;Python;MLOps;Cloud (AWS/Azure/GCP);;52
OFR-2025309;2025-12-31;2025-12;Data Scientist;Industrie;Auvergne-Rhône-Alpes;Grenoble;CDI;Confirmé (3-5 ans);49000;67500;58250;Sur site;Python;Deep Learning;Pandas;Power BI;SQL;44
OFR-2025310;2025-10-21;2025-10;Data Analyst;Télécoms;PACA;Nice;CDI;Senior (5+ ans);61000;92000;76500;Hybride;Python;Power Query;SQL;DAX;;20
OFR-2025311;2025-09-11;2025-09;AI Engineer;Énergie;PACA;Aix-en-Provence;Freelance;Junior (0-2 ans);35500;48000;41750;Full remote;Cloud (AWS/Azure/GCP);RAG;LangChain;Python;Hugging Face;19
OFR-2025312;2026-05-27;2026-05;Data Analyst;Secteur public;Occitanie;Montpellier;CDI;Junior (0-2 ans);35000;47000;41000;Hybride;DAX;Power Query;Excel;;;44
OFR-2025313;2025-11-26;2025-11;Data Analyst;Conseil / ESN;Île-de-France;Saint-Denis;CDI;Confirmé (3-5 ans);55500;76500;66000;Hybride;Power Query;SQL;Tableau;Python;Excel;54
OFR-2025314;2025-10-08;2025-10;Data Analyst;Retail / E-commerce;Île-de-France;Nanterre;CDI;Confirmé (3-5 ans);55500;76500;66000;Hybride;SQL;Excel;Tableau;;;32
OFR-2025315;2025-10-22;2025-10;Data Engineer;Énergie;Auvergne-Rhône-Alpes;Annecy;Alternance;Junior (0-2 ans);1380;1573;1476;Hybride;ETL;Python;SQL;Spark;;57
OFR-2025316;2026-05-07;2026-05;AI Engineer;Tech / Scale-up;Pays de la Loire;Angers;Alternance;Junior (0-2 ans);1290;1508;1399;Hybride;LangChain;Cloud (AWS/Azure/GCP);NLP;Python;;17
OFR-2025317;2026-04-23;2026-04;BI Analyst / Développeur Power BI;Secteur public;Bretagne;Rennes;CDI;Confirmé (3-5 ans);45000;62500;53750;Sur site;Power BI;Excel;KPI;Power Query;SQL;37
OFR-2025318;2026-04-28;2026-04;AI Engineer;Secteur public;Île-de-France;Paris;CDI;Senior (5+ ans);71000;106000;88500;Hybride;NLP;RAG;LLM;LangChain;Hugging Face;58
OFR-2025319;2025-09-30;2025-09;BI Analyst / Développeur Power BI;Santé;Île-de-France;Paris;CDI;Junior (0-2 ans);41500;55500;48500;Hybride;KPI;DAX;Excel;;;48
OFR-2025320;2025-10-14;2025-10;Chef de Projet Data/IA;Transport / Logistique;Nouvelle-Aquitaine;Bordeaux;Stage;Junior (0-2 ans);1300;1459;1380;Hybride;SQL;KPI;Power BI;;;45
OFR-2025321;2026-01-10;2026-01;BI Analyst / Développeur Power BI;Transport / Logistique;Auvergne-Rhône-Alpes;Grenoble;Stage;Junior (0-2 ans);1130;1256;1193;Hybride;KPI;Power Query;Excel;SQL;Power BI;35
OFR-2025322;2025-12-24;2025-12;Data Engineer;Secteur public;Bretagne;Rennes;CDI;Senior (5+ ans);57500;86500;72000;Sur site;Airflow;ETL;Spark;;;43
OFR-2025323;2026-05-05;2026-05;AI Engineer;Secteur public;Bretagne;Rennes;Stage;Confirmé (3-5 ans);1040;1159;1100;Hybride;RAG;LangChain;LLM;Hugging Face;Python;57
OFR-2025324;2025-07-23;2025-07;BI Analyst / Développeur Power BI;Retail / E-commerce;Nouvelle-Aquitaine;Poitiers;Alternance;Confirmé (3-5 ans);1290;1512;1401;Hybride;KPI;DAX;SQL;;;20
OFR-2025325;2026-05-23;2026-05;Data Engineer;Télécoms;Île-de-France;Paris;CDI;Junior (0-2 ans);41500;55500;48500;Full remote;Airflow;ETL;Docker;;;13
OFR-2025326;2026-04-25;2026-04;BI Analyst / Développeur Power BI;Industrie;PACA;Nice;CDI;Confirmé (3-5 ans);48000;66500;57250;Sur site;SQL;DAX;KPI;Excel;;64
OFR-2025327;2025-10-12;2025-10;AI Engineer;Tech / Scale-up;Nouvelle-Aquitaine;Poitiers;Alternance;Junior (0-2 ans);1260;1512;1386;Hybride;Python;LLM;NLP;Hugging Face;Cloud (AWS/Azure/GCP);45
OFR-2025328;2026-04-03;2026-04;BI Analyst / Développeur Power BI;Tech / Scale-up;Pays de la Loire;Angers;Alternance;Junior (0-2 ans);840;1140;990;Full remote;KPI;Power BI;Excel;DAX;SQL;64
OFR-2025329;2026-06-22;2026-06;Data Analyst;Secteur public;Normandie;Caen;CDI;Senior (5+ ans);56500;84500;70500;Hybride;Tableau;Python;Power BI;DAX;Power Query;48
OFR-2025330;2026-01-09;2026-01;Data Analyst;Conseil / ESN;Île-de-France;Nanterre;Stage;Junior (0-2 ans);1360;1564;1462;Hybride;Power BI;SQL;DAX;Tableau;;53
OFR-2025331;2025-11-19;2025-11;Data Analyst;Retail / E-commerce;Grand Est;Reims;CDI;Confirmé (3-5 ans);45000;62500;53750;Hybride;Excel;Power Query;Tableau;Python;DAX;55
OFR-2025332;2026-06-03;2026-06;Data Scientist;Tech / Scale-up;Île-de-France;Nanterre;CDI;Confirmé (3-5 ans);55500;76500;66000;Sur site;SQL;Pandas;Power BI;Scikit-learn;;19
OFR-2025333;2026-05-22;2026-05;AI Engineer;Tech / Scale-up;Pays de la Loire;Le Mans;CDI;Confirmé (3-5 ans);45500;63000;54250;Hybride;Cloud (AWS/Azure/GCP);Hugging Face;RAG;Python;;12
OFR-2025334;2026-01-22;2026-01;BI Analyst / Développeur Power BI;Télécoms;Grand Est;Reims;CDI;Junior (0-2 ans);33500;45000;39250;Sur site;Power Query;Power BI;KPI;;;51
OFR-2025335;2026-06-11;2026-06;ML Engineer;Tech / Scale-up;Île-de-France;Paris;Alternance;Confirmé (3-5 ans);1010;1278;1144;Sur site;Docker;MLOps;Python;Git/CI-CD;Cloud (AWS/Azure/GCP);14
OFR-2025336;2026-06-26;2026-06;Data Scientist;Industrie;Nouvelle-Aquitaine;Bordeaux;Freelance;Senior (5+ ans);59000;88000;73500;Hybride;Deep Learning;Scikit-learn;Power BI;Machine Learning;;16
OFR-2025337;2026-01-25;2026-01;BI Analyst / Développeur Power BI;Retail / E-commerce;Occitanie;Montpellier;Freelance;Junior (0-2 ans);35000;47000;41000;Hybride;DAX;SQL;KPI;Power Query;Power BI;44
OFR-2025338;2025-11-02;2025-11;Data Analyst;Retail / E-commerce;Île-de-France;Saint-Denis;Stage;Senior (5+ ans);1060;1297;1178;Hybride;Excel;DAX;Python;Tableau;Power Query;60
OFR-2025339;2026-01-28;2026-01;Data Scientist;Transport / Logistique;PACA;Aix-en-Provence;Stage;Senior (5+ ans);1290;1419;1354;Sur site;Python;Scikit-learn;Machine Learning;Pandas;;34
OFR-2025340;2025-10-20;2025-10;Data Engineer;Conseil / ESN;Île-de-France;Saint-Denis;CDI;Confirmé (3-5 ans);55500;76500;66000;Hybride;Docker;Spark;SQL;Python;ETL;48
OFR-2025341;2025-12-30;2025-12;Data Scientist;Transport / Logistique;Normandie;Rouen;Alternance;Junior (0-2 ans);1050;1217;1134;Sur site;Machine Learning;Power BI;Deep Learning;;;21
OFR-2025342;2026-04-21;2026-04;AI Engineer;Transport / Logistique;Île-de-France;Paris;Alternance;Senior (5+ ans);1350;1460;1405;Full remote;LangChain;Hugging Face;Cloud (AWS/Azure/GCP);NLP;;29
OFR-2025343;2025-07-17;2025-07;Data Engineer;Santé;Centre-Val de Loire;Orléans;CDI;Confirmé (3-5 ans);43500;60500;52000;Full remote;Airflow;ETL;Cloud (AWS/Azure/GCP);;;44
OFR-2025344;2026-01-11;2026-01;Data Scientist;Transport / Logistique;Bretagne;Rennes;Freelance;Confirmé (3-5 ans);45000;62500;53750;Sur site;SQL;Deep Learning;Python;Pandas;;49
OFR-2025345;2025-10-16;2025-10;Data Analyst;Tech / Scale-up;Auvergne-Rhône-Alpes;Grenoble;CDI;Junior (0-2 ans);36500;49000;42750;Hybride;Tableau;Excel;DAX;Power BI;;38
OFR-2025346;2026-04-11;2026-04;ML Engineer;Énergie;Auvergne-Rhône-Alpes;Grenoble;CDI;Confirmé (3-5 ans);49000;67500;58250;Sur site;Git/CI-CD;MLOps;Python;Docker;TensorFlow/PyTorch;39
OFR-2025347;2026-04-14;2026-04;BI Analyst / Développeur Power BI;Transport / Logistique;Île-de-France;Boulogne-Billancourt;CDD;Junior (0-2 ans);41500;55500;48500;Hybride;DAX;KPI;Power Query;Excel;;48
OFR-2025348;2026-04-12;2026-04;Data Analyst;Banque / Assurance;Île-de-France;Boulogne-Billancourt;CDI;Junior (0-2 ans);41500;55500;48500;Hybride;SQL;Python;Excel;Tableau;Power BI;63
OFR-2025349;2025-11-23;2025-11;Data Scientist;Retail / E-commerce;Île-de-France;Paris;CDD;Senior (5+ ans);71000;106000;88500;Hybride;Pandas;Power BI;Deep Learning;;;34
OFR-2025350;2026-01-24;2026-01;Data Scientist;Industrie;Occitanie;Montpellier;CDI;Junior (0-2 ans);35000;47000;41000;Sur site;Machine Learning;Power BI;SQL;Scikit-learn;Pandas;16
OFR-2025351;2025-10-03;2025-10;Data Analyst;Retail / E-commerce;Auvergne-Rhône-Alpes;Grenoble;Alternance;Confirmé (3-5 ans);1200;1369;1284;Hybride;Power Query;Excel;Tableau;Python;;13
OFR-2025352;2026-01-20;2026-01;Data Analyst;Industrie;Île-de-France;Saint-Denis;CDI;Confirmé (3-5 ans);55500;76500;66000;Hybride;SQL;Python;Tableau;;;45
OFR-2025353;2025-09-03;2025-09;AI Engineer;Télécoms;Île-de-France;Saint-Denis;CDI;Confirmé (3-5 ans);55500;76500;66000;Hybride;LangChain;LLM;RAG;Cloud (AWS/Azure/GCP);;20
OFR-2025354;2026-06-23;2026-06;Data Engineer;Retail / E-commerce;Île-de-France;Paris;CDD;Junior (0-2 ans);41500;55500;48500;Hybride;ETL;Airflow;Spark;Docker;;46
OFR-2025355;2025-09-18;2025-09;Data Analyst;Secteur public;Nouvelle-Aquitaine;Poitiers;Alternance;Confirmé (3-5 ans);1160;1383;1272;Hybride;Power BI;SQL;Python;Excel;Power Query;31
OFR-2025356;2026-05-02;2026-05;Data Analyst;Retail / E-commerce;Occitanie;Toulouse;CDI;Confirmé (3-5 ans);47000;65000;56000;Sur site;Python;Power Query;Excel;SQL;Power BI;26
OFR-2025357;2026-02-02;2026-02;AI Engineer;Santé;Occitanie;Toulouse;Stage;Confirmé (3-5 ans);1060;1201;1130;Hybride;RAG;Cloud (AWS/Azure/GCP);NLP;Hugging Face;Python;52
OFR-2025358;2025-08-26;2025-08;Data Scientist;Énergie;PACA;Aix-en-Provence;CDI;Confirmé (3-5 ans);48000;66500;57250;Hybride;Scikit-learn;Machine Learning;Python;Deep Learning;;52
OFR-2025359;2025-08-22;2025-08;Data Engineer;Télécoms;Pays de la Loire;Le Mans;CDI;Junior (0-2 ans);34000;45500;39750;Hybride;SQL;Airflow;Docker;;;30
OFR-2025360;2026-03-13;2026-03;Data Scientist;Conseil / ESN;Hauts-de-France;Lille;CDI;Junior (0-2 ans);33000;44500;38750;Sur site;SQL;Scikit-learn;Power BI;;;35
OFR-2025361;2025-10-01;2025-10;Data Engineer;Industrie;PACA;Nice;CDD;Senior (5+ ans);61000;92000;76500;Hybride;Spark;ETL;SQL;;;24
OFR-2025362;2025-07-18;2025-07;BI Analyst / Développeur Power BI;Banque / Assurance;Île-de-France;Nanterre;CDI;Senior (5+ ans);71000;106000;88500;Sur site;SQL;Excel;DAX;;;24
OFR-2025363;2026-05-23;2026-05;Data Engineer;Conseil / ESN;PACA;Aix-en-Provence;CDI;Confirmé (3-5 ans);48000;66500;57250;Hybride;Spark;Python;SQL;Airflow;;31
OFR-2025364;2025-11-02;2025-11;Data Analyst;Industrie;Bretagne;Rennes;CDI;Confirmé (3-5 ans);45000;62500;53750;Hybride;Power BI;Excel;Tableau;;;12
OFR-2025365;2025-12-21;2025-12;Chef de Projet Data/IA;Télécoms;Occitanie;Montpellier;CDI;Senior (5+ ans);60000;90000;75000;Sur site;Power BI;Agile/Scrum;Gestion de projet;;;60
OFR-2025366;2026-02-10;2026-02;ML Engineer;Secteur public;Île-de-France;Boulogne-Billancourt;CDD;Junior (0-2 ans);41500;55500;48500;Sur site;Docker;TensorFlow/PyTorch;Git/CI-CD;;;58
OFR-2025367;2026-04-05;2026-04;Data Analyst;Tech / Scale-up;Hauts-de-France;Amiens;CDI;Junior (0-2 ans);33000;44500;38750;Sur site;Python;Tableau;Excel;Power Query;SQL;34
OFR-2025368;2026-05-23;2026-05;Data Scientist;Secteur public;Pays de la Loire;Le Mans;CDI;Confirmé (3-5 ans);45500;63000;54250;Hybride;SQL;Power BI;Pandas;Deep Learning;;44
OFR-2025369;2026-04-02;2026-04;Data Scientist;Télécoms;Île-de-France;Paris;CDD;Senior (5+ ans);71000;106000;88500;Sur site;SQL;Deep Learning;Python;;;64
OFR-2025370;2025-08-04;2025-08;Data Scientist;Secteur public;Occitanie;Montpellier;CDI;Junior (0-2 ans);35000;47000;41000;Hybride;Deep Learning;SQL;Python;Pandas;;14
OFR-2025371;2026-06-25;2026-06;BI Analyst / Développeur Power BI;Conseil / ESN;Île-de-France;Paris;CDI;Junior (0-2 ans);41500;55500;48500;Hybride;KPI;SQL;Excel;;;49
OFR-2025372;2026-01-29;2026-01;Data Scientist;Industrie;Auvergne-Rhône-Alpes;Annecy;CDI;Senior (5+ ans);62500;93500;78000;Sur site;Scikit-learn;Python;Power BI;Deep Learning;Machine Learning;64
OFR-2025373;2025-10-27;2025-10;Data Scientist;Secteur public;Hauts-de-France;Amiens;CDI;Junior (0-2 ans);33000;44500;38750;Hybride;Python;Machine Learning;Pandas;Power BI;;46
OFR-2025374;2026-06-06;2026-06;Data Scientist;Télécoms;Île-de-France;Boulogne-Billancourt;Alternance;Junior (0-2 ans);1370;1576;1473;Hybride;Python;Deep Learning;Pandas;SQL;Scikit-learn;39
OFR-2025375;2025-12-09;2025-12;BI Analyst / Développeur Power BI;Secteur public;Île-de-France;Boulogne-Billancourt;CDI;Junior (0-2 ans);41500;55500;48500;Full remote;KPI;Excel;SQL;;;47
OFR-2025376;2026-04-08;2026-04;Chef de Projet Data/IA;Santé;Auvergne-Rhône-Alpes;Grenoble;Alternance;Confirmé (3-5 ans);1130;1385;1258;Hybride;Python;KPI;Power BI;;;59
OFR-2025377;2025-12-02;2025-12;Data Scientist;Santé;Centre-Val de Loire;Orléans;CDI;Junior (0-2 ans);32500;43500;38000;Full remote;Pandas;Python;Power BI;Machine Learning;;12
OFR-2025378;2026-02-21;2026-02;Data Scientist;Banque / Assurance;Île-de-France;Saint-Denis;CDD;Senior (5+ ans);71000;106000;88500;Hybride;Pandas;Power BI;Deep Learning;Machine Learning;;34
OFR-2025379;2026-03-05;2026-03;Data Analyst;Conseil / ESN;Île-de-France;Boulogne-Billancourt;CDI;Junior (0-2 ans);41500;55500;48500;Hybride;Python;Tableau;Power BI;SQL;Excel;23
OFR-2025380;2026-02-08;2026-02;Data Engineer;Télécoms;Bretagne;Rennes;Alternance;Junior (0-2 ans);1390;1587;1488;Hybride;Docker;SQL;Spark;;;38
OFR-2025381;2025-12-15;2025-12;Chef de Projet Data/IA;Télécoms;Île-de-France;Boulogne-Billancourt;Stage;Confirmé (3-5 ans);1190;1303;1246;Sur site;Python;Gestion de projet;SQL;Agile/Scrum;;44
OFR-2025382;2026-03-01;2026-03;ML Engineer;Transport / Logistique;Île-de-France;Nanterre;Alternance;Confirmé (3-5 ans);890;1046;968;Hybride;Docker;Cloud (AWS/Azure/GCP);MLOps;Python;;48
OFR-2025383;2026-04-19;2026-04;AI Engineer;Industrie;Occitanie;Montpellier;CDI;Confirmé (3-5 ans);47000;65000;56000;Hybride;LLM;Cloud (AWS/Azure/GCP);NLP;RAG;Hugging Face;24
OFR-2025384;2026-02-02;2026-02;Data Engineer;Conseil / ESN;Centre-Val de Loire;Tours;CDI;Senior (5+ ans);56000;83500;69750;Sur site;Cloud (AWS/Azure/GCP);Airflow;SQL;Docker;;35
OFR-2025385;2025-10-28;2025-10;Data Scientist;Banque / Assurance;Auvergne-Rhône-Alpes;Annecy;Alternance;Junior (0-2 ans);1160;1417;1288;Full remote;Pandas;Machine Learning;Scikit-learn;Python;;24
OFR-2025386;2025-07-12;2025-07;ML Engineer;Industrie;Île-de-France;Paris;Alternance;Junior (0-2 ans);950;1123;1036;Hybride;Docker;Python;Git/CI-CD;;;33
OFR-2025387;2026-06-05;2026-06;Data Analyst;Secteur public;Occitanie;Toulouse;CDI;Junior (0-2 ans);35000;47000;41000;Hybride;Tableau;DAX;Power BI;SQL;;45
OFR-2025388;2026-06-04;2026-06;Data Analyst;Conseil / ESN;Île-de-France;Saint-Denis;CDD;Confirmé (3-5 ans);55500;76500;66000;Hybride;Python;DAX;SQL;;;29
OFR-2025389;2026-03-06;2026-03;ML Engineer;Industrie;Normandie;Caen;CDI;Senior (5+ ans);56500;84500;70500;Full remote;Cloud (AWS/Azure/GCP);MLOps;Git/CI-CD;Docker;Python;50
OFR-2025390;2026-06-16;2026-06;Data Engineer;Secteur public;Île-de-France;Nanterre;Stage;Junior (0-2 ans);1050;1285;1168;Hybride;Spark;ETL;Cloud (AWS/Azure/GCP);Python;;34
OFR-2025391;2025-08-14;2025-08;Data Scientist;Banque / Assurance;Île-de-France;Saint-Denis;Alternance;Senior (5+ ans);830;1072;951;Sur site;Machine Learning;Power BI;SQL;Scikit-learn;;58
OFR-2025392;2025-09-09;2025-09;Data Scientist;Santé;Centre-Val de Loire;Tours;CDI;Junior (0-2 ans);32500;43500;38000;Hybride;Pandas;SQL;Scikit-learn;Machine Learning;;49
